Price,Bedrooms,Bathrooms,SquareFeet,YearBuilt,GarageSpaces,LotSize,ZipCode,CrimeRate,SchoolRating
999684,3,2.5,1502,1955,2,1.31,13668,22.91,7
817410,3,2.5,2651,1961,0,0.51,86280,61.03,6
759698,5,1.0,3831,1969,1,1.25,38754,24.59,9
714884,1,3.0,840,1988,1,0.94,65614,42.92,3
323135,4,2.5,4997,1985,2,1.21,95058,35.78,5
410400,5,3.0,3948,1945,1,0.67,14509,42.15,2
999684,5,1.0,4233,1943,1,0.74,12500,46.93,3
592728,2,2.5,4334,1986,1,1.69,85440,60.04,4
414103,4,1.5,2669,1988,1,0.49,36921,46.55,9
999684,4,2.0,4105,1948,1,0.53,64551,74.5,6
999684,3,3.0,2931,1905,1,1.03,26683,33.96,5
999684,3,2.5,2843,1955,0,0.64,87952,61.69,8
999684,4,1.5,2499,1985,2,0.58,24833,25.35,7
564736,1,2.5,4291,2022,2,1.12,28290,99.71,5
226257,4,1.0,2973,1919,1,0.25,24003,61.81,7
999684,3,3.5,3897,1947,3,0.52,81656,29.25,4
545557,3,2.5,850,1948,1,2.0,51253,99.26,9
888491,5,3.5,4997,2011,3,1.31,89787,64.25,8
999684,2,2.0,3960,1961,1,0.66,61025,29.35,4
972750,2,2.0,2821,1930,0,1.29,98022,45.54,7
999684,5,2.0,3508,1983,2,1.37,81708,16.56,7
999684,2,3.0,3182,1948,2,1.6,32706,16.55,6
557490,2,2.0,4649,1918,2,0.99,94008,84.11,6
899593,3,3.0,959,1930,1,1.59,97231,23.45,3
992793,4,2.0,4353,2022,1,0.11,52732,10.81,4
875126,3,1.0,1975,1976,1,0.49,86591,67.62,9
999684,1,2.0,2323,1966,1,1.15,42716,97.1,6
861906,2,1.5,2409,1954,2,1.24,16880,82.64,3
897962,2,2.5,2194,1973,2,0.57,38949,99.71,5
999684,3,1.5,3050,1973,2,1.2,95346,99.71,4
642741,4,3.5,2067,1973,1,0.72,76064,23.4,7
521240,4,2.5,4648,1967,1,0.91,53093,40.35,4
346222,1,2.5,840,1994,0,1.61,93844,4.1,5
187750,5,3.0,4422,1963,1,1.55,32844,15.84,3
999684,3,3.5,2673,1927,0,0.52,32360,80.2,9
339641,5,2.5,2382,1940,1,0.49,97941,57.29,7
664817,4,2.0,3662,1902,1,0.84,92782,91.25,7
716218,5,1.0,1921,2022,2,1.05,53322,24.4,7
979280,4,2.0,3468,1994,1,0.7,30704,33.52,4
999684,5,2.0,2081,1933,2,1.62,62646,66.41,9
999684,4,2.5,3971,1952,0,1.25,58181,79.74,5
555058,3,2.0,1960,1940,1,1.28,40589,2.25,9
787455,5,3.0,3240,2018,0,0.38,97972,42.4,4
895375,4,2.0,3771,1911,0,1.69,93562,60.82,7
663259,4,2.5,2499,1967,1,0.11,91229,71.86,6
999684,1,3.5,2277,1959,3,1.51,19212,77.55,6
785381,1,3.0,840,1992,2,1.56,23850,47.17,1
999684,3,2.5,3815,1959,2,0.83,49767,13.75,2
999684,3,2.0,4997,1902,1,1.75,17322,0.19,9
999684,2,2.0,4649,1953,1,1.03,45911,44.07,2
856564,3,1.5,3171,1928,1,1.09,56580,41.0,7
356228,5,2.0,4719,1965,2,1.24,60622,26.4,9
883060,4,3.0,1296,2014,0,2.0,15678,75.03,7
584069,1,2.5,4139,1902,2,1.79,75265,16.28,9
632433,3,1.5,3989,1934,1,1.44,76918,30.26,7
898911,2,4.0,2127,1943,2,0.57,31780,82.91,6
999684,2,2.5,4180,1949,3,1.14,37506,27.01,6
778704,2,1.0,2401,1989,0,0.62,52296,58.62,5
835285,2,2.0,2158,1956,1,1.5,49882,49.04,5
999684,1,2.5,2914,1977,1,1.14,70510,56.32,4
760855,3,4.0,1794,1940,0,0.45,52202,74.7,6
999684,2,1.5,3923,1971,0,1.1,11705,58.69,9
984789,1,3.5,1087,1991,3,0.6,81533,9.4,9
164326,5,3.5,2526,1936,2,1.14,97983,14.27,6
999684,5,2.0,2693,1991,3,0.6,50730,57.81,7
999684,2,2.0,3611,1964,2,1.07,90071,22.85,5
999684,3,1.5,2327,2000,1,1.47,41051,76.82,9
788410,1,2.5,840,1955,1,1.03,87665,58.22,1
840022,5,2.5,3056,1976,2,0.85,60467,0.19,9
309729,5,3.0,3740,1961,2,1.17,40785,99.71,4
620935,3,3.5,1654,1959,1,1.44,39402,38.78,4
408693,4,2.0,2047,1972,0,0.46,12704,43.29,2
673719,3,1.0,4997,1982,3,1.2,37027,61.49,6
790669,1,2.5,1320,1918,1,1.77,69092,46.83,3
999684,2,2.5,2319,2014,1,1.37,15725,77.01,8
878493,3,2.5,2624,1902,2,1.09,74105,20.01,7
273397,2,2.0,2202,1938,1,1.41,35223,82.34,3
958528,3,2.5,3804,1959,2,1.3,37384,68.93,3
999684,3,4.0,4194,1977,3,1.47,72993,27.03,3
558580,3,3.0,2697,2019,1,0.11,40027,56.57,3
561543,3,2.0,1587,1902,0,0.22,22767,84.22,4
781586,1,2.0,3867,1944,1,1.6,97017,64.34,3
444598,2,2.5,2591,1902,1,0.25,28354,53.56,8
999684,1,4.0,4291,1964,3,1.28,58777,67.24,4
651610,4,2.5,1208,1972,3,0.87,94682,69.66,7
999684,1,2.5,2580,2020,2,0.52,31901,34.76,7
479045,5,2.0,4997,1967,0,1.25,59966,53.83,1
677248,5,3.5,3357,2000,0,1.17,78637,73.75,7
999684,3,4.0,2793,1984,2,2.0,26515,53.15,1
601693,1,3.0,2699,1947,2,0.72,34806,28.66,3
999684,2,2.5,2038,1912,1,1.84,13573,57.38,7
631088,3,2.5,2690,1972,1,1.25,51941,38.08,5
731281,2,1.0,2301,1909,1,0.7,53915,66.08,4
999684,2,3.0,1956,2009,1,1.49,63780,90.4,1
283357,5,2.5,4997,1957,0,1.37,15060,68.82,8
202154,4,3.0,3971,2006,0,1.08,59094,25.61,6
183954,2,2.0,3003,1945,1,1.2,66899,58.01,3
999684,1,2.0,3311,1972,3,0.74,65421,0.19,3
581207,2,2.0,2389,1970,1,0.61,55610,46.45,8
999684,3,3.5,2139,1961,2,1.47,20933,76.39,6
497885,4,2.0,2702,1947,2,0.94,82168,60.9,1
822194,2,4.0,2707,1977,3,1.02,53898,52.49,3
999684,4,3.0,2157,1929,3,1.21,98509,99.71,9
999684,5,1.5,3182,1919,1,1.2,15589,0.24,8
999684,4,2.5,2805,2007,1,0.29,21612,6.69,5
999684,3,2.0,4997,1989,1,1.75,57611,63.2,5
890143,3,1.0,850,1965,1,1.13,28888,75.18,1
999684,2,4.0,2490,2022,1,0.95,29417,76.35,9
999684,5,3.0,4997,1953,2,1.29,71323,32.83,4
599034,2,3.0,2850,2010,2,1.19,87551,25.02,3
543088,3,2.5,3961,1969,2,1.47,55440,20.78,7
718530,3,1.0,3182,1926,3,1.35,45744,58.6,3
684152,2,2.0,1908,2022,3,1.45,93391,21.01,1
525243,1,3.0,840,1998,2,1.79,21891,81.41,6
997601,3,1.5,3308,1958,3,1.54,82131,48.69,1
999684,3,1.0,2137,1989,1,0.97,72093,29.06,5
795444,4,2.5,2466,1948,3,0.45,60294,29.18,6
999684,2,2.5,2109,1992,3,1.96,38557,5.22,4
365026,5,2.5,4997,1902,3,0.93,97472,26.46,4
824701,2,3.0,4649,1926,2,0.8,71166,33.41,9
614166,5,3.0,4038,1998,1,0.12,93817,61.07,9
146075,1,2.5,1792,1954,0,1.24,12192,46.46,3
706117,4,3.5,2016,1970,1,1.14,55032,24.57,4
748865,4,1.0,3979,1914,3,0.24,59851,14.05,4
999684,2,3.0,4649,2022,1,1.3,52861,42.5,5
999684,4,3.0,3125,2005,2,0.79,44946,0.19,5
369062,5,1.5,1566,1955,2,2.0,59884,40.17,9
999684,1,1.0,3146,1948,1,0.75,56360,81.44,5
999684,4,2.0,4596,2000,3,0.82,73252,43.55,2
891045,1,2.0,840,2022,0,0.59,51472,53.91,4
741222,2,3.0,2915,1997,0,1.75,45455,50.42,6
510456,5,2.0,4317,2022,0,0.86,38672,9.44,4
571890,2,1.5,2617,1929,1,0.67,13756,99.71,6
997785,1,2.0,1403,1933,2,1.44,98454,37.59,4
999684,3,3.5,4275,1920,2,0.31,80030,49.22,7
999684,5,2.5,3297,1978,2,1.4,68151,30.44,5
458002,1,2.5,840,1969,2,2.0,44047,82.08,2
296865,1,2.5,840,1957,0,1.37,82074,7.32,4
999684,5,3.5,4997,1992,0,1.4,72391,86.81,9
214746,5,2.0,4514,2007,2,1.53,12221,40.56,8
813103,3,3.5,3167,1908,1,1.98,15164,33.96,2
694651,1,2.5,1821,1941,0,1.71,43622,31.25,9
609144,5,2.5,3147,1992,3,1.3,45980,99.71,5
163974,5,4.0,2495,1946,3,1.55,61738,3.12,4
930649,4,1.5,2906,1934,3,0.58,94688,33.92,4
524610,2,2.0,840,1999,2,1.48,89921,12.16,5
320239,3,1.5,2184,1916,2,0.52,33612,0.19,8
159309,3,3.5,2692,1952,3,0.86,88066,86.9,6
852762,3,4.0,3790,1974,1,0.11,78876,48.54,6
999684,5,4.0,3731,1942,3,1.28,70572,15.9,8
999684,4,3.5,4369,1991,2,0.71,98660,73.19,4
653223,1,2.5,3956,1942,3,1.66,43043,37.78,6
714621,5,2.0,4997,2013,2,1.27,87831,30.71,6
990750,3,1.0,3624,1958,3,1.67,95783,65.89,5
442305,4,4.0,3435,1987,2,0.47,76250,37.17,6
899730,5,3.0,2608,1989,0,1.62,48822,21.6,3
999684,1,2.0,3229,1940,3,2.0,69424,69.34,8
999684,3,3.5,4997,1902,0,1.47,76345,45.25,4
764777,2,1.5,3113,1975,3,1.49,62878,70.81,6
804684,1,3.0,4291,1965,1,1.15,74963,37.72,6
371651,3,2.5,1242,1983,3,0.78,95898,78.66,3
469018,5,3.0,2402,1954,3,1.47,10036,49.72,9
728401,1,2.5,3367,1947,2,0.25,42402,79.82,9
975747,3,1.0,3378,2022,2,0.83,20273,78.88,3
999684,4,2.5,4988,1909,2,0.11,35030,84.91,7
495554,3,3.5,3044,1989,0,0.68,62460,51.29,5
999684,3,2.5,2027,1942,2,1.41,86939,60.34,3
634236,1,3.0,2092,1950,0,1.33,90573,42.68,6
695556,3,1.5,1234,1951,2,1.09,29039,23.48,7
400473,2,2.5,1358,1934,0,1.15,24017,99.71,6
182015,1,2.0,3507,1983,0,0.11,92901,27.67,4
999684,5,3.0,4820,2013,3,0.86,49215,75.37,9
999684,4,2.5,3854,1979,3,0.69,22583,70.22,9
549649,3,3.0,1009,1966,2,0.7,42919,54.53,3
748133,3,3.5,2635,1927,2,1.38,57025,44.86,5
893140,5,3.0,2317,1981,1,0.6,54254,45.14,1
234952,3,2.5,4466,2022,2,0.73,56275,30.4,7
594161,4,1.5,2724,1949,1,0.11,67943,52.04,9
999684,3,2.5,1767,1949,3,0.9,19514,15.31,6
289137,5,2.0,3814,1942,1,0.47,48416,70.83,2
888644,3,2.0,2299,1945,1,1.1,11511,42.74,9
300098,3,2.0,4833,1902,2,0.55,28642,21.62,9
880513,1,1.5,1470,1977,1,1.12,92151,12.57,4
655073,3,1.0,1393,1932,2,0.98,61894,45.52,6
132699,2,2.0,840,1905,1,1.96,34225,46.52,7
999684,2,2.5,2668,1990,2,1.33,30846,34.4,7
430401,2,1.5,2034,1924,3,0.11,39152,63.78,5
407012,1,2.5,840,1950,1,0.38,76107,59.35,9
999684,5,4.0,4997,2015,1,1.09,60354,50.95,1
999684,5,3.5,4575,1912,2,0.56,36188,22.66,1
389871,5,4.0,3745,1907,1,0.11,70910,28.01,5
982149,1,3.0,3974,1972,2,1.79,52530,9.11,9
999684,3,3.5,3853,2004,2,1.45,88753,43.81,8
766329,1,2.0,1365,1906,3,1.34,51999,65.46,1
845810,2,2.0,1465,1977,1,0.73,16609,14.45,9
735193,2,1.0,3680,1983,0,1.29,68769,33.16,7
442044,5,3.5,4251,1902,1,0.68,57397,47.8,2
834163,2,4.0,2907,1991,0,1.17,59322,65.42,5
419040,5,2.0,2769,1994,2,0.56,15151,6.8,8
181717,4,2.0,4146,1951,0,1.88,16406,99.71,8
987968,5,2.0,2877,2008,3,0.21,72678,70.99,5
999684,1,3.0,2225,2003,3,1.73,57062,32.07,6
202959,5,3.5,4997,1966,2,1.08,90429,18.5,5
382893,5,1.0,2990,1946,2,0.8,42956,57.49,5
819046,2,3.0,840,1927,0,1.15,63830,62.91,7
999684,4,2.0,2165,1961,3,1.46,82681,20.81,9
878124,3,2.5,4249,1983,1,1.8,23133,17.24,2
513732,3,3.0,3366,1951,1,1.23,22209,23.6,4
603012,2,2.5,2551,1902,0,0.58,84681,51.18,3
999684,2,2.5,2097,2008,2,1.09,64345,51.54,2
541283,5,2.5,4358,1969,0,2.0,52585,99.71,2
452379,3,3.5,2050,1949,2,1.79,44638,0.19,5
642786,4,3.0,3785,1993,1,1.55,30645,29.98,2
394423,2,2.5,1832,2017,0,1.49,28408,34.09,2
664754,2,1.5,1634,1902,1,1.44,22521,63.33,5
999684,5,2.0,3018,1978,2,1.69,97414,64.48,2
782645,1,3.5,1899,1911,0,0.81,48221,43.57,6
646137,2,2.5,2646,1980,1,0.33,31086,92.82,4
679588,3,3.0,3343,1967,2,1.1,26923,17.19,2
170909,3,4.0,850,1985,3,0.62,91761,29.28,9
980084,3,3.5,2099,1945,2,0.49,17202,11.45,1
710024,4,2.5,2953,1902,0,0.67,47206,45.1,7
830261,4,2.0,4997,1946,1,2.0,29885,39.77,6
999684,4,1.0,2132,1977,2,1.13,21218,71.96,4
865526,2,2.5,2899,1999,1,1.26,55692,99.71,3
545514,3,2.0,4846,1920,3,0.4,62689,92.23,9
678953,5,3.0,2212,1999,2,0.11,16716,14.11,9
999684,4,2.5,3891,1939,3,0.62,26088,50.86,4
708789,1,2.0,1389,1976,1,1.84,41001,71.61,4
221993,3,1.0,2460,1944,3,1.24,32584,68.56,8
937638,1,1.5,1388,1969,1,1.38,14286,99.71,4
539189,3,3.0,2189,1995,0,1.46,14739,42.99,7
999684,5,4.0,4997,1918,3,0.74,40158,51.57,7
999684,2,2.5,3712,1938,0,1.81,15605,99.71,5
672801,2,2.5,4019,1969,1,0.72,66492,61.41,6
999684,4,3.5,4007,2022,1,1.82,13321,32.13,6
622366,1,1.5,840,1931,3,1.3,54541,21.26,2
999684,2,3.0,3176,2022,3,0.11,61701,55.34,3
999684,4,2.0,4701,2022,3,0.66,22170,80.03,6
390024,2,3.0,1686,1959,1,0.11,66045,79.66,4
635085,3,2.5,4214,1952,3,1.69,18933,24.21,9
999684,4,2.5,4261,1938,2,1.05,98228,52.29,5
713489,4,2.0,4997,1960,3,0.11,19906,36.34,1
524206,3,3.0,2564,1912,2,1.26,33814,45.06,1
365721,2,4.0,1395,1960,1,0.77,10818,75.39,7
999684,4,1.5,2989,2016,1,0.26,18434,47.88,5
999684,3,2.0,4775,1941,1,1.97,66153,68.1,9
300443,4,2.5,1239,1954,2,1.12,40571,68.97,3
607490,2,3.0,840,1902,2,0.9,50694,31.73,5
999684,3,2.0,3169,1976,1,0.84,55485,84.7,6
736545,2,1.0,2176,1972,3,0.24,22069,17.79,5
984652,3,3.5,3072,1965,0,0.36,67198,12.95,4
415399,2,3.0,3832,1955,2,1.75,48662,35.57,7
829612,1,1.0,1687,1952,2,0.8,98970,21.25,3
618100,3,2.0,850,1981,3,1.07,62169,66.75,7
999684,3,4.0,4997,1961,1,0.11,82928,99.71,9
999684,4,3.5,2231,1974,2,0.35,26102,81.8,9
999684,2,3.5,1441,1970,3,1.39,43457,25.8,1
999684,4,2.5,4737,2003,3,1.26,97798,20.59,4
932092,4,2.5,2962,1987,1,2.0,62290,77.46,6
985607,4,2.5,3345,1969,2,1.79,21932,15.24,9
750573,2,3.5,3280,2017,3,0.94,21766,20.97,6
999684,3,1.5,4355,1978,0,1.32,98247,59.95,9
685015,3,2.0,2665,2009,1,0.89,23292,33.72,3
999684,3,3.5,4876,1984,3,2.0,96223,52.76,6
998080,1,2.5,840,1902,3,1.68,57631,39.8,6
490483,3,3.5,3969,2009,2,1.15,82944,48.52,9
999684,5,2.0,2777,1967,1,1.17,86230,74.49,8
999684,2,2.5,4342,1961,1,1.84,44533,67.21,7
750292,2,1.5,2874,1973,1,1.37,90773,75.72,7
149833,4,2.5,2618,1950,3,1.9,15778,67.72,2
584302,3,1.0,3853,1971,1,0.11,45059,69.72,5
999684,5,2.0,4844,1941,2,1.31,14866,49.26,2
840262,1,1.0,3112,2008,1,0.78,83965,7.45,3
372919,4,3.0,2192,1958,2,2.0,70661,46.23,5
526821,4,3.0,2843,1949,1,1.9,53352,58.42,1
999684,3,1.0,3058,1929,1,1.08,98373,51.46,5
964452,3,3.5,3013,1972,0,1.89,60736,61.41,3
697380,4,4.0,4315,1969,0,2.0,44075,99.71,2
570902,4,2.5,1208,1976,2,1.1,91951,34.88,5
583124,1,2.0,2745,1926,0,2.0,34104,37.66,4
388196,4,4.0,3075,1905,3,1.04,75827,84.12,6
999684,3,1.5,2062,1985,0,0.94,79222,52.91,3
659223,3,2.5,2177,2016,1,1.53,11642,62.41,5
999684,3,2.5,2807,1926,2,0.87,72845,32.28,9
999684,3,3.5,850,2020,1,1.11,99686,28.23,7
999684,5,3.0,2942,1973,0,1.82,18769,14.57,3
596927,3,2.0,2018,1962,0,1.07,79445,54.28,8
999684,1,1.5,2982,1948,0,0.14,60375,21.15,9
688582,2,2.0,1744,1913,1,1.26,42078,17.61,7
429543,3,1.5,2806,1998,3,0.68,22268,68.35,3
999684,5,2.5,4997,1935,2,1.53,20844,31.05,8
362518,4,2.0,4607,1934,3,1.44,84174,14.77,4
999684,2,1.0,3781,1998,2,1.85,70763,11.8,9
535027,5,3.5,3182,1902,3,1.55,21233,75.57,4
823947,3,2.0,3710,1908,0,1.65,40496,46.25,4
955603,5,1.5,3499,1962,1,0.7,27806,37.82,6
731167,3,2.5,2829,1973,3,1.49,50326,54.26,9
999684,4,2.5,3909,1980,1,2.0,88807,51.52,9
587197,4,1.0,2708,1952,3,0.69,49513,34.08,5
999684,5,3.0,4997,2022,3,2.0,61761,39.71,4
260510,5,1.5,3587,1954,1,0.76,29465,70.36,3
817209,4,4.0,4158,1954,1,0.6,49502,73.07,1
999684,3,3.0,4799,1934,0,1.22,89396,25.19,2
424473,2,2.0,3935,1967,1,1.45,18250,86.16,6
472755,3,2.0,1382,1985,0,1.55,70503,99.71,8
999684,4,2.5,3951,2006,2,0.54,31310,40.93,3
889773,3,3.0,4077,1909,0,1.29,42206,40.24,7
999684,5,2.5,4842,1954,2,0.69,19764,23.46,3
937740,5,2.5,2450,1979,2,0.26,65596,30.07,3
912620,2,2.5,1921,1984,0,0.56,22842,58.63,2
999684,2,2.0,3891,1963,3,0.65,99579,99.71,9
949052,3,2.0,2154,1982,2,1.34,12976,70.29,9
628838,3,1.0,2705,1933,2,1.68,17426,39.76,3
999684,2,3.5,4585,2019,1,0.26,32887,37.09,3
999684,5,2.5,3721,1998,2,1.25,36710,30.21,7
681127,4,2.0,2553,1914,3,0.42,51387,79.83,9
382900,3,4.0,2016,1924,1,1.4,57470,42.32,9
999684,1,2.5,2743,1925,3,0.72,16486,62.4,4
638387,1,1.5,840,1987,2,0.49,49258,42.5,5
139234,3,3.0,2767,1916,3,1.49,32623,99.71,2
999684,1,3.0,2744,1951,2,0.74,33806,33.94,4
699711,4,3.0,4970,1979,2,0.89,15973,29.07,5
752619,3,2.0,3859,1960,0,0.11,56215,35.45,1
894040,5,3.0,2927,1972,2,1.57,55939,61.53,4
915679,5,2.0,4997,1924,1,1.5,39157,90.62,6
980986,3,3.0,2705,1984,1,1.06,15521,61.59,1
527954,3,1.0,1588,1940,3,0.24,22891,69.66,6
999684,4,2.0,3215,1951,1,1.71,92331,65.66,8
870496,5,4.0,4997,1971,0,0.7,32474,1.38,7
999684,1,2.0,2544,1966,1,0.82,36507,48.86,4
999684,1,2.0,2361,1963,0,2.0,20687,40.19,8
494563,2,2.0,4649,1935,3,0.68,21009,45.25,9
999684,4,1.5,1713,1952,1,1.46,98762,25.63,6
515077,4,1.0,1887,1963,2,1.36,98484,74.32,5
887974,5,2.5,1851,1913,3,1.27,54291,50.72,3
871818,1,2.5,2791,1946,1,1.21,58296,50.54,4
999684,1,2.5,2545,1976,2,1.26,50225,45.08,8
820974,4,2.5,4997,1917,0,1.21,97638,31.2,9
710939,2,2.5,2995,2004,3,1.03,44828,0.19,4
750257,1,3.5,1864,2008,3,1.88,46102,57.14,5
602724,3,2.5,3065,1918,1,0.35,66342,52.59,3
999684,4,2.0,3561,2011,1,1.61,43712,64.7,4
134262,3,2.0,1068,1957,1,1.5,36823,51.4,2
459995,2,3.0,4649,1978,1,1.44,15361,18.25,6
371518,3,3.5,3683,1945,3,1.66,90174,26.44,2
999684,2,2.0,2955,1996,0,1.01,48052,87.88,4
999684,1,2.5,3080,1977,2,0.11,33265,58.5,5
688349,2,3.0,3551,1933,1,1.02,52012,72.44,2
647551,4,1.5,3253,1921,1,0.52,20916,75.78,3
687505,3,2.5,2309,1910,1,0.66,85045,21.0,2
999684,3,1.0,3778,1969,1,0.39,55532,39.52,8
469133,2,1.0,3165,1983,2,0.8,57659,68.93,9
831529,3,3.0,2096,1986,2,0.74,99860,25.84,3
999684,1,2.0,4039,1958,2,0.11,24003,37.57,9
926729,3,2.5,3412,1921,0,1.44,52634,34.37,3
937143,5,2.5,4649,1938,2,2.0,84992,28.07,4
999684,1,1.5,4007,2004,0,1.39,21369,45.57,6
169033,2,2.5,2731,1945,2,0.95,29329,35.33,7
999684,3,1.5,3441,1968,3,1.03,88754,37.85,4
597291,5,3.5,4745,1924,0,0.83,96700,57.05,8
160125,2,1.5,1840,1975,1,1.11,22410,78.05,8
920018,2,2.5,2769,1946,1,1.04,39730,71.33,5
999684,1,1.5,2496,2000,3,0.61,12665,54.4,5
642405,3,3.0,1922,1990,2,1.97,49899,96.52,3
999684,5,2.0,4997,1945,3,0.26,47703,68.29,2
999684,3,2.0,1384,1958,2,1.45,75951,72.48,3
999684,3,3.0,1514,1943,2,1.01,34172,44.63,7
999684,3,2.5,4630,1911,2,2.0,12684,38.19,5
999684,3,3.0,3913,1932,2,1.24,83030,60.15,4
693344,2,1.5,1481,1970,0,0.87,29750,75.41,4
183677,4,1.0,4145,1974,2,0.93,29887,54.34,4
810485,3,2.5,4814,1968,1,1.08,30826,31.09,5
469898,3,2.0,3026,1952,2,0.44,16180,12.37,5
999684,2,3.0,4649,1996,1,0.65,56779,3.79,5
634683,5,2.5,1722,1965,0,0.11,78095,50.54,4
896834,4,2.5,4248,1988,2,0.56,72288,72.81,3
999684,2,1.0,4096,1902,0,1.11,50905,0.19,5
857019,4,4.0,4484,1902,0,1.22,79507,31.83,7
999684,2,2.5,2461,1973,2,0.11,66068,27.13,4
439075,2,3.0,2358,1911,2,0.99,28113,60.24,1
820457,2,1.5,3234,1955,2,1.36,52861,30.12,1
547948,1,2.5,3320,1952,3,0.97,88487,13.9,8
350900,4,1.5,4139,2020,1,0.72,35617,31.79,8
621038,1,3.0,3587,1977,0,0.84,12583,27.28,7
672774,1,2.0,1131,1968,1,0.77,36250,49.69,6
635682,1,2.5,2075,1993,1,0.72,13055,43.14,8
470059,3,3.0,1941,1976,1,1.15,82337,62.06,4
229789,3,1.5,2602,1946,1,2.0,44426,49.14,5
802189,2,2.0,3916,2001,1,0.66,70532,78.54,3
187367,1,3.0,2475,1923,0,0.89,99376,36.42,5
999684,1,4.0,4291,1974,1,1.03,19933,67.17,9
752867,4,2.5,3651,1907,0,0.69,41979,58.47,3
212209,2,3.0,2776,1970,2,1.65,55047,40.82,2
669686,3,2.5,3189,1969,1,0.11,14137,69.13,5
496631,2,4.0,1944,2022,3,0.77,21423,26.22,4
815570,3,1.0,2994,1906,3,1.5,99851,85.01,6
999684,5,2.5,4997,1941,2,0.9,44482,26.97,7
188052,4,1.0,3556,1992,0,0.62,54156,10.72,4
846380,2,1.0,1758,1975,3,1.3,62483,8.47,9
703187,3,2.5,1959,1969,3,1.55,44754,51.94,8
932758,3,2.5,2525,1928,2,1.17,46312,33.08,3
844788,3,2.0,3151,1941,3,0.63,33363,54.54,5
614504,2,2.5,4128,2007,1,1.31,27085,17.57,7
552025,3,4.0,1463,1961,0,0.84,66889,63.34,3
440361,3,2.0,2681,1976,1,1.46,89951,54.62,1
999684,2,3.0,2877,1958,3,1.86,66414,36.15,9
572320,1,2.0,840,1920,0,0.11,57052,67.31,2
999684,1,2.5,1352,1996,2,1.12,96934,65.88,7
713939,1,2.5,1535,1981,2,0.12,42691,51.97,7
458545,1,2.0,1397,2022,1,2.0,82195,74.86,3
202482,3,4.0,3291,1926,1,0.81,96180,81.29,9
173578,2,3.5,2513,1992,2,1.46,64697,26.62,5
154192,4,2.5,2758,1915,1,1.04,13044,81.92,5
892441,3,1.0,3573,1968,0,0.63,13883,23.44,1
999684,1,2.0,4291,1998,2,0.56,41712,71.53,1
177329,4,4.0,4997,1902,3,1.92,94860,76.59,4
999684,4,2.5,1208,1955,2,1.58,31545,44.29,9
557611,2,3.5,3393,1942,1,2.0,28204,47.79,1
829274,4,3.5,3208,1937,0,1.09,33268,40.71,5
999684,2,2.5,2890,1976,1,1.22,91298,25.59,5
999684,3,1.5,2587,2003,3,0.92,94383,30.96,8
673930,1,1.0,2487,1958,2,0.9,46139,63.62,8
419819,1,3.0,2527,1970,2,0.5,85652,73.96,5
157027,2,1.5,2014,1967,2,1.11,38436,48.9,5
463874,3,2.5,1993,1963,2,0.63,78324,20.24,3
603984,2,1.5,2169,1923,2,1.3,14125,16.32,2
402880,1,2.0,2626,2002,2,1.15,79142,46.26,3
741338,2,2.5,3419,1973,1,1.22,51534,34.13,2
874694,3,2.5,4081,1977,0,1.96,96842,83.47,5
651586,3,1.5,2473,1933,2,1.04,52973,29.1,5
519892,3,3.5,3401,1946,3,1.47,86369,66.52,4
914196,2,2.0,3853,1956,0,2.0,97533,31.45,5
999684,5,1.0,4997,1907,2,1.77,43521,41.16,4
321844,1,2.5,2276,1902,3,1.68,17488,54.28,7
999684,4,2.5,3157,1941,2,0.89,49974,64.28,6
805647,5,2.5,4007,1981,1,1.18,52448,61.49,4
679589,4,3.5,2049,1939,2,0.35,17938,33.2,2
983278,3,2.5,2832,1926,1,1.33,61113,52.21,5
930588,2,2.5,3593,1933,1,1.21,25770,38.53,8
999684,4,1.5,4186,1946,2,1.07,62635,8.11,7
833350,1,3.0,2024,1950,0,1.61,82171,55.91,7
596242,2,2.5,2964,2022,0,0.41,84165,85.67,7
883890,2,2.0,1721,2000,2,1.94,67822,93.78,8
420999,5,1.0,4618,1999,1,1.55,59934,58.46,7
896797,4,3.5,3328,2005,2,1.02,75526,56.57,5
714300,2,1.5,2375,1927,3,0.98,31487,0.19,4
628501,3,2.0,2631,1918,2,1.32,63319,99.71,7
599686,2,3.0,2629,1923,2,1.88,22869,90.52,1
174749,2,1.5,2170,2011,0,1.11,84755,71.18,8
630274,4,1.0,4206,1943,2,1.14,50797,51.39,7
779282,1,1.0,1875,1917,1,1.07,66298,0.19,9
903577,5,3.0,4997,1947,2,2.0,92209,54.57,2
468207,4,2.0,4997,1954,1,0.86,92299,50.23,8
999684,5,4.0,2715,1972,3,1.04,54933,8.75,7
429102,2,1.5,2788,1972,0,1.85,86579,62.22,3
999684,3,1.5,2286,1933,0,1.14,19570,84.92,5
894522,1,2.0,1957,1987,1,1.67,16886,59.12,5
569436,2,2.5,4649,1939,2,0.57,77494,59.03,4
999684,4,2.0,3054,1957,2,0.95,53087,60.88,1
392612,5,3.0,4208,1987,3,1.86,77719,40.03,8
999684,1,1.5,2992,1939,2,0.69,13774,71.15,3
907543,2,1.0,1511,1942,1,0.98,39018,93.19,2
528052,3,1.0,2042,1984,0,1.2,95839,50.51,8
997371,1,1.0,908,1932,1,0.53,24272,27.57,1
